,Message,Subject,Relation,Object,Label
3846,"That's right, The Omega Code starred William Hootkins. What other films is he known for?",William Hootkins,starred_actors,Raiders of the Lost Ark,1
3847,Do you know anything about Sergio Agüero? I have not seen him play lately and I know the season is underway.,Sergio Agüero,Player statistics,Manchester City F.C.,1
3848,I get coach David Platt wasn't happy about that. Too bad they can't do that epic thing they did when they won the 2011 FA Cup Final.,David Platt,Team coached,Manchester City F.C.,1
3849,Could you recommend a movie similar to Dumb & Dumber?,Dumb & Dumber,starred_actors,Teri Garr,1
3850,What do you think about Elton John?,Elton John,starred_actors,The Road to El Dorado,1
3851,Elton John's pretty amazing! He starred in The Road to El Dorado. With Kenneth Branagh and Kevin Kline.,The Road to El Dorado,starred_actors,Edward James Olmos,1
3852,"Oh yeah, and it is also starring Edward James Olmos.",Edward James Olmos,starred_actors,Roosters,1
3853,I loved The Prestige. Could you recommend a similar movie?,The Prestige,written_by,Christopher Nolan,1
3854,Do you like the Carolina Panthers?,Carolina Panthers,Team coached,John Fox,1
3855,I do.  Did you know they were coached by John Fox and Jerry Richardson owns the team?,John Fox,Coaching history,Carolina Panthers,1
3856,"Do you know any works by Terry Goodkind, the author?",Terry Goodkind,written_by,Wizard's First Rule,1
3857,"Sure! Terry Goodkind wrote Wizard's First Rule, The Sword of Truth, and The Pillars of Creation. Have you heard of any of these?",Wizard's First Rule,has_genre,Fantasy,1
3858,Unfortunately I don't have any more information on that novel at this time but if you enjoy Fantasy novels you may also want to consider checking out The Looking Glass Wards written by Frank Beddor,Frank Beddor,written_by,The Looking Glass Wars,1
3859,Oh. I didn't know that Frank Beddor wrote the Looking Glass Wars. I do know he wrote Seeing Redd. Do you know anything else about him?,Frank Beddor,is-a,Film Producer,1
3860,"I like Jake Gyllenhaal, can you tell me more about his works?",Jake Gyllenhaal,starred_actors,End of Watch,1
3861,Do you know who Dani Alves is?,Dani Alves,Player statistics,FC Barcelona,1
3862,"Alves is a player for FC Barcelona, are you a fan?",FC Barcelona,Team,Vic Buckingham,1
3863,I'm not a huge fan but can watch it every once in a while. Is Vic Buckingham on that team as well?,Vic Buckingham,Team,FC Barcelona,1
3864,Do you know what sport Kevin Durant plays?,Kevin Durant,Sport played,Basketball,1
3865,Basketball. He i.s one of the most popular players in the league,Basketball,has_genre,Space Jam,1
3866,What team is he on? I don't usually watch basketball but I did see the movie Space Jam with Michael Jordan.,Space Jam,starred_actors,Larry Bird,1
3867,"He is on the Golden State Warriors. Who are the defending champions. If you like Space Jam, then you may know Larry Bird?",Larry Bird,starred_actors,Space Jam,1
3868,Can you recommend anything by Norton Juster?,Norton Juster,written_by,The Phantom Tollbooth,1
3869,"He wrote The Phantom Tollbooth, published in 1961.",The Phantom Tollbooth,has_genre,Fantasy,1
3870,Can you recommend anything else in the Fantasy genre?,Fantasy,has_genre,The Looking Glass Wars,1
3871,The Looking Glass Wars is a Fantasy Novel. Another is Wolf Brothers.,The Looking Glass Wars,Next in series,Seeing Redd,1
3872,Is The Looking Glass Wars part of a series? ,The Looking Glass Wars,written_by,Frank Beddor,1
3873,Do you like Shaun of the Dead?,Shaun of the Dead,written_by,Edgar Wright,1
3874,Can you recommend books written by the author of City of Heavenly Fire?,City of Heavenly Fire,written_by,Cassandra Clare,1
3875,"That's by Cassandra Clare, and part of the Mortal Instruments series.",Cassandra Clare,written_by,The Shadowhunter's Codex,1
3876,J.J. Abrams wrote Super 8. Super 8 is starring Ron Eldard,Super 8,written_by,J.J. Abrams,1
3877,I really like Inception. Who directed it?,Inception,directed_by,Christopher Nolan,1
3878,Inception was directed by Christopher Nolan.  He also wrote the Dark Knight. ,Christopher Nolan,directed_by,The Prestige,1
3879,Do you like Fernando Meirelles? ,Fernando Meirelles,directed_by,The Constant Gardener,1
3880,Isn't Fernando from Brazil?,Brazil,has_genre,Cidade de Deus,1
3881,What do you think about the Chicago Bulls?,Chicago Bulls,Drafted,Michael Jordan,1
3882,They used to be a great basketball team especially when Michael Jordan played with  them.  What do you think?,Michael Jordan,starred_actors,Space Jam,1
3883,I never actually watched him play in a game. But I have seen Michael Jordan on Space Jam.,Space Jam,starred_actors,Patrick Ewing,1
3884,"That's a great movie! Patrick Ewing and  Larry Bird were also in it, weren't they?",Patrick Ewing,starred_actors,Space Jam,1
3885,Can you recommend books written by Dom Marcos Barbosa?,Dom Marcos Barbosa,written_by,Le Petit Prince,1
3886,Thank you. Did Richard Howard and Melina Karakosta also write that book?,Richard Howard,written_by,Le Petit Prince,1
3887,Yes Richard Howard also wrote Le Petit Prince,Le Petit Prince,in_language,English,1
3888,"I really like The Casual Vacancy.  Could you recommend a similar book, or a book by the same author?",The Casual Vacancy,written_by,J.K. Rowling,1
3889,J.K. Rowling wrote The Casual Vacancy and she also wrote THe Cuckoo's Calling and the popular Harry Potter series.,J.K. Rowling,written_by,The Casual Vacancy,1
3890,J.K. Rowling wrote The Casual Vacancy and she also wrote THe Cuckoo's Calling and the popular Harry Potter series.,The Casual Vacancy,has_genre,Fantasy,1
3891,"Oh, I didn't realize that.  Is The Casual Vacancy a fantasy?",The Casual Vacancy,has_genre,Fantasy,1
3892,Do you have any good books by  M.L. Stedman?,M.L. Stedman,written_by,The Light Between Oceans,1
3893,"Yes, M.L. Stedan wrote The Light Between Oceans which was released in 2012.",The Light Between Oceans,written_by,M.L. Stedman,1
3894,A friend recommended Marion Zimmer Bradley. Do you know anything about her work?,Marion Zimmer Bradley,written_by,The Mists of Avalon,1
3895,"Yes, she is a writer and wrote, The Mists of Avalon and The Forest House. Are you familiar with them?",The Mists of Avalon,has_genre,Fantasy,1
3896,Do you know of any John Ratzenberger movies?,John Ratzenberger,starred_actors,What If...,1
3897,Yes she is great. Are you looking more for Crime genre or Action?,Action,has_genre,Zombie Hunter,1
3898,I haven't seen The Amazing Spider-Man 2. Do you know who starred in that movie?,The Amazing Spider-Man 2,starred_actors,Emma Stone,1
3899,The Amazing Spider-Man 2 stars Emma Stone and Andrew Garfield.,Emma Stone,Spouse (or domestic partner),Andrew Garfield,1
3900,The Amazing Spider-Man 2 stars Emma Stone and Andrew Garfield.,Andrew Garfield,starred_actors,The Social Network,1
3901,"I like Emma Stone, do you know of any other movies she starred in?",Emma Stone,starred_actors,Movie 43,1
3902,Emma Stone also starred in Movie 43 and Birdman.,Emma Stone,starred_actors,Movie 43,1
3903,Emma Stone also starred in Movie 43 and Birdman.,Movie 43,written_by,James Gunn,1
3904,Can you tell me anything else about the Movie 43? I haven't heard of it.,Movie 43,written_by,Steve Baker (Screenwriter),1
3905,Steve Baker wrote Movie 43.,Movie 43,starred_actors,Kate Winslet,1
3906,I loved watching Dreama Walker in Gossip Girl.  Could you tell me where else she has appeared?,Dreama Walker,starred_actors,The Sitter,1
3907,She was in The Sitter and Sex in the City. ,The Sitter,starred_actors,Jessica Hecht,1
3908,I loved The Sitter.  I remember especially enjoying Jessica Hecht's performance.  What other movies was Jessica Hecht in?,Jessica Hecht,starred_actors,Whatever Works,1
3909,Do you know who the coach is for the Boston Red Sox?,Boston Red Sox,Team coached,John Farrell,1
3910,Never heard of Josh Beckett. Did he play for the Red Sox?,Josh Beckett,Romantic relationship (with celebrities),Alyssa Milano,1
3911,I think Josh is married to Alyssa Milano. Maybe that's why he's famous.,Alyssa Milano,starred_actors,Hall Pass,1
3912,"Could you recommend any movies like Monsters, Inc.?","Monsters, Inc.",has_genre,The Walt Disney Company,1
3913,Do you have a recommendation for a book like Under the Tuscan Sun?,Under the Tuscan Sun,written_by,Frances Mayes,1
3914,"Sure! Under the Tuscan Sun is written by Frances Mayes, who also wrote Bella Tuscany.",Frances Mayes,written_by,Bella Tuscany,1
3915,I did not know Frances Mayes wrote Bella Tuscany. Such a good book. That is a drama right?,Bella Tuscany,release_year,1999,1
3916,Can you tell me about the author Walker Percy? I need information for my English class.,Walker Percy,written_by,The Moviegoer,1
3917,"I enjoy Thomas Harris, what can you tell me about his work?",Thomas Harris,written_by,The Silence of the Lambs,1
3918,"The Silence of the Lambs stars Roger Corman and Anthony Heald, it's a great thriller.",The Silence of the Lambs,starred_actors,George A. Romero,1
3919,I didn't know George A. Romero was in it too.,George A. Romero,written_by,The Dark Half,1
3920,Could you recommend something directed by James Mangold?,James Mangold,directed_by,Walk the Line,1
3921,"I like Bill Murray, tell me about some films he's been in",Bill Murray,starred_actors,Zombieland,1
3922,"Great movie, Mike White, Emma Stone, and Derek Graf are just a few that starred in Zombieland. ",Zombieland,starred_actors,Emma Stone,1
3923,"OMG, I love Emma Stone, can you list me one or two of her films",Emma Stone,Spouse (or domestic partner),Andrew Garfield,1
3924,Could you recommend some films by Gus Van Sant?,Gus Van Sant,written_by,"Paris, je t'aime",1
3925,"Sure! Gus Van Sant wrote the hit Film, Paris, je t'aime. It is genre Drama and stars Natalie Portman and Barbet Schroeder. Have you seen it?",Natalie Portman,starred_actors,Star Wars: Episode I - The Phantom Menace,1
3926,"No, but I love Natalie Portman. What else has she been in?",Natalie Portman,Produced by,Hesher,1
3927,Do you know if the Brooklyn Nets are doing well this year?,Brooklyn Nets,Team,National Basketball Association,1
3928,Could you recommend some movies that Tom Hardy is in.,Tom Hardy,starred_actors,Star Trek: Nemesis,1
3929,Do you know the director Neill Blomkamp? I'd love to know more about him.,Neill Blomkamp,written_by,District 9,1
3930,"Yes, he wrote District 9, an amazing feature.  He was born in Johannesburg.",District 9,has_genre,Thriller,1
3931,"It is a thriller.  Another example would be Shark Night, with Katharine McPhee.",Shark Night,starred_actors,Kyla Pratt,1
3932,Can you recommend some of Rob Cohen's work. I liked a movie I just saw of his.,Rob Cohen,starred_actors,The Skulls,1
3933,Sure! He starred in The Skulls. Is that the movie you've seen?,The Skulls,starred_actors,Paul Walker,1
3934,Oh my goodness. That's the one I just watched. Paul Walker was in it. Anything else?,Paul Walker,starred_actors,The Death and Life of Bobby Z,1
3935,"I love The Clan of the Cave Bear , do you know any other similar books?",The Clan of the Cave Bear,written_by,Jean M. Auel,1
3936,Do you know anything about the book  Il nome della rosa?,Il nome della rosa,written_by,William Weaver,1
3937,Do you like Great Expectations ?,Great Expectations,written_by,Charles Dickens,1
3938,"Yes, I do. I love anything by the great Charles Dickens. Is he a writer you enjoy?",Charles Dickens,written_by,The Old Curiosity Shop,1
3939,"Yes, indeed. I also like The Old Curiosity Shop and  A Tale of Two Cities. ",The Old Curiosity Shop,has_genre,Fiction,1
3940,"Yes, It you mentioned fiction, I just read Where Rainbows End. Great book",Where Rainbows End,Subject,Friendship,1
3941,Could you remind me when Being John Malkovich was released? ,Being John Malkovich,release_year,1999,1
3942,"It was released in 1999, good movie!",1999,release_year,Wild Wild West,1
3943,Wild Wild West was also released in 1999,1999,release_year,Wild Wild West,1
3944,Wild Wild West was also released in 1999,Wild Wild West,starred_actors,Kenneth Branagh,1
3945,"Yes, it's true. But I feel more like science fiction. maybe I should watch I, Robot or anything else you suggest. ","I, Robot",has_genre,Science Fiction,1
3946,"Stargate Universe is a great sci fi movie, and so is Infinite Jest!",Stargate Universe,has_genre,Syfy Universal,1
3947,Do you know when The Dark Knight Riseswas released?,The Dark Knight Rises,release_year,2012,1
3948,Could you recommend any movies similar to Alien?,Alien,has_genre,Sci-Fi,1
3949,Were there any famous actors in Zombieland?,Zombieland,starred_actors,Emma Stone,1
3950,Do you like The Bourne Identity?,The Bourne Identity,written_by,Robert Ludlum,1
3951,I enjoyed the book by Robert Ludlum as well as the movie that starred Matt Damon. Have you read or seen it?,Robert Ludlum,written_by,The Bourne Ultimatum,1
3952,Ian Fleming's 007 books are spy fiction. Perhaps you should read On Her Majesty's Secret Service,On Her Majesty's Secret Service,has_genre,Adventure,1
3953,Do you know who Gautam Gambhir is?,Gautam Gambhir,is-a,Athlete,1
3954,Could you recommend movies similar to Kung Fu Panda?,Kung Fu Panda,directed_by,Mark Osborne,1
3955,Do you like A Court of Thorns and Roses?,A Court of Thorns and Roses,written_by,Sarah J. Maas,1
3956,"I do! It was written by Sarah J. Maas, which is amazing. ",Sarah J. Maas,written_by,Queen of Shadows,1
3957,Could you recommend information on Number the Stars?,Number the Stars,written_by,Lois Lowry,1
3958,"Oh yes, it was written by Lois Lowry, and falls in the historical fiction genre.  Is that your type of interest?",Lois Lowry,is-a,Writer,1
3959,Could you recommend a movie by David Ayer? I like him.,David Ayer,written_by,Harsh Times,1
3960,David Ayer wrote Harsh Times starring J.K. Simmons. HE also wrote End Of Watch starring Anna Kendrick. Have you seen those?,J.K. Simmons,starred_actors,Megamind,1
